period,dim1,dim2,gl_account,line_type,budget_amount
2026-02-01,CC500,1000,600100,Opex,19902.02
2026-03-01,CC500,1000,600100,Opex,19791.37
2026-04-01,CC500,1000,600100,Opex,21313.07
2026-05-01,CC500,1000,600100,Opex,20814.97
2026-06-01,CC500,1000,600100,Opex,21103.82
2026-07-01,CC500,1000,600100,Opex,21524.93
2026-08-01,CC500,1000,600100,Opex,20797.01
2026-09-01,CC500,1000,600100,Opex,21623.5
2026-10-01,CC500,1000,600100,Opex,22022.91
2026-11-01,CC500,1000,600100,Opex,22946.12
2026-12-01,CC500,1000,600100,Opex,22989.24
2026-01-01,CC500,1000,600200,Opex,7347.27
2026-02-01,CC500,1000,600200,Opex,7620.27
2026-03-01,CC500,1000,600200,Opex,7769.81
2026-04-01,CC500,1000,600200,Opex,7475.92
2026-05-01,CC500,1000,600200,Opex,7823.46
2026-06-01,CC500,1000,600200,Opex,7878.23
2026-07-01,CC500,1000,600200,Opex,8240.84
2026-08-01,CC500,1000,600200,Opex,8122.63
2026-09-01,CC500,1000,600200,Opex,8426.72
2026-10-01,CC500,1000,600200,Opex,8141.2
2026-11-01,CC500,1000,600200,Opex,8623.3
2026-12-01,CC500,1000,600200,Opex,8349.2
2026-01-01,CC500,2000,500000,Opex,203524.96
2026-02-01,CC500,2000,500000,Opex,247083.93
2026-03-01,CC500,2000,500000,Opex,266937.46
2026-04-01,CC500,2000,500000,Opex,260281.5
2026-05-01,CC500,2000,500000,Opex,249989.44
2026-06-01,CC500,2000,500000,Opex,218265.11
2026-07-01,CC500,2000,500000,Opex,252826.77
2026-08-01,CC500,2000,500000,Opex,243115.61
2026-09-01,CC500,2000,500000,Opex,266888.37
2026-10-01,CC500,2000,500000,Opex,305995.29
2026-11-01,CC500,2000,500000,Opex,268403.85
2026-12-01,CC500,2000,500000,Opex,257661.22
2026-01-01,CC500,2000,500100,Opex,103085.85
2026-02-01,CC500,2000,500100,Opex,113312.55
2026-03-01,CC500,2000,500100,Opex,108926.84
2026-04-01,CC500,2000,500100,Opex,107599.22
2026-05-01,CC500,2000,500100,Opex,105684.31
2026-06-01,CC500,2000,500100,Opex,123608.52
2026-07-01,CC500,2000,500100,Opex,115891.75
2026-08-01,CC500,2000,500100,Opex,113751.21
2026-09-01,CC500,2000,500100,Opex,91681.93
2026-10-01,CC500,2000,500100,Opex,121068.65
2026-11-01,CC500,2000,500100,Opex,111516.44
2026-12-01,CC500,2000,500100,Opex,100548.42
2026-01-01,CC500,2000,600000,Opex,50398.69
2026-02-01,CC500,2000,600000,Opex,51872.87
2026-03-01,CC500,2000,600000,Opex,54013.79
2026-04-01,CC500,2000,600000,Opex,57371.91
2026-05-01,CC500,2000,600000,Opex,56553.83
2026-06-01,CC500,2000,600000,Opex,58307.59
2026-07-01,CC500,2000,600000,Opex,60055.91
2026-08-01,CC500,2000,600000,Opex,56141.17
2026-09-01,CC500,2000,600000,Opex,56660.15
2026-10-01,CC500,2000,600000,Opex,59995.19
2026-11-01,CC500,2000,600000,Opex,61389.58
2026-12-01,CC500,2000,600000,Opex,61455.61
2026-01-01,CC500,2000,600100,Opex,10524.19
2026-02-01,CC500,2000,600100,Opex,10987.04
2026-03-01,CC500,2000,600100,Opex,10805.63
2026-04-01,CC500,2000,600100,Opex,11166.15
2026-05-01,CC500,2000,600100,Opex,11927.75
2026-06-01,CC500,2000,600100,Opex,11851.8
2026-07-01,CC500,2000,600100,Opex,11797.99
2026-08-01,CC500,2000,600100,Opex,11485.64
2026-09-01,CC500,2000,600100,Opex,11943.07
2026-10-01,CC500,2000,600100,Opex,12266.61
2026-11-01,CC500,2000,600100,Opex,12274.82
2026-12-01,CC500,2000,600100,Opex,12619.21
2026-01-01,CC500,2000,600200,Opex,3945.16
2026-02-01,CC500,2000,600200,Opex,4125.83
2026-03-01,CC500,2000,600200,Opex,4228.06
2026-04-01,CC500,2000,600200,Opex,4262.94
2026-05-01,CC500,2000,600200,Opex,4376.47
2026-06-01,CC500,2000,600200,Opex,4593.69
2026-07-01,CC500,2000,600200,Opex,4513.2
2026-08-01,CC500,2000,600200,Opex,4451.48
2026-09-01,CC500,2000,600200,Opex,4523.43
2026-10-01,CC500,2000,600200,Opex,4628.82
2026-11-01,CC500,2000,600200,Opex,4525.29
2026-12-01,CC500,2000,600200,Opex,4849.45
2026-01-01,CC500,3000,500000,Opex,125490.81
2026-02-01,CC500,3000,500000,Opex,126903.77
2026-03-01,CC500,3000,500000,Opex,108335.86
2026-04-01,CC500,3000,500000,Opex,131523.56
2026-05-01,CC500,3000,500000,Opex,123953.25
2026-06-01,CC500,3000,500000,Opex,132386.89
2026-07-01,CC500,3000,500000,Opex,139556.4
2026-08-01,CC500,3000,500000,Opex,136180.55
2026-09-01,CC500,3000,500000,Opex,100607.07
2026-10-01,CC500,3000,500000,Opex,175782.29
2026-11-01,CC500,3000,500000,Opex,133032.52
2026-12-01,CC500,3000,500000,Opex,136273.51
2026-01-01,CC500,3000,500100,Opex,56735.01
2026-02-01,CC500,3000,500100,Opex,59687.32
2026-03-01,CC500,3000,500100,Opex,55019.11
2026-04-01,CC500,3000,500100,Opex,53433.9
2026-05-01,CC500,3000,500100,Opex,53154.41
2026-06-01,CC500,3000,500100,Opex,53643.41
2026-07-01,CC500,3000,500100,Opex,53278.43
2026-08-01,CC500,3000,500100,Opex,52857.78
2026-09-01,CC500,3000,500100,Opex,54355.42
2026-10-01,CC500,3000,500100,Opex,50844.82
2026-11-01,CC500,3000,500100,Opex,57504.66
2026-12-01,CC500,3000,500100,Opex,62367.25
2026-01-01,CC500,3000,600000,Opex,25439.33
2026-02-01,CC500,3000,600000,Opex,25722.85
2026-03-01,CC500,3000,600000,Opex,27577.35
2026-04-01,CC500,3000,600000,Opex,27385.16
2026-05-01,CC500,3000,600000,Opex,27303.34
2026-06-01,CC500,3000,600000,Opex,29198.35
2026-07-01,CC500,3000,600000,Opex,29086.4
2026-08-01,CC500,3000,600000,Opex,28160.8
2026-09-01,CC500,3000,600000,Opex,28219.03
2026-10-01,CC500,3000,600000,Opex,29160.42
2026-11-01,CC500,3000,600000,Opex,30914.9
2026-12-01,CC500,3000,600000,Opex,30812.34
2026-01-01,CC500,3000,600100,Opex,5172.03
2026-02-01,CC500,3000,600100,Opex,5583.98
2026-03-01,CC500,3000,600100,Opex,5814.09
2026-04-01,CC500,3000,600100,Opex,5677.68
2026-05-01,CC500,3000,600100,Opex,5774.12
2026-06-01,CC500,3000,600100,Opex,5741.16
2026-07-01,CC500,3000,600100,Opex,6010.89
2026-08-01,CC500,3000,600100,Opex,5901.99
2026-09-01,CC500,3000,600100,Opex,5885.91
2026-10-01,CC500,3000,600100,Opex,6276.39
2026-11-01,CC500,3000,600100,Opex,6281.25
2026-12-01,CC500,3000,600100,Opex,6279.45
2026-01-01,CC500,3000,600200,Opex,1917.64
2026-02-01,CC500,3000,600200,Opex,2088.16
2026-03-01,CC500,3000,600200,Opex,2106.08
2026-04-01,CC500,3000,600200,Opex,2003.83
2026-05-01,CC500,3000,600200,Opex,2088.81
2026-06-01,CC500,3000,600200,Opex,2239.91
2026-07-01,CC500,3000,600200,Opex,2247.0
2026-08-01,CC500,3000,600200,Opex,2262.74
2026-09-01,CC500,3000,600200,Opex,2233.75
2026-10-01,CC500,3000,600200,Opex,2366.39
2026-11-01,CC500,3000,600200,Opex,2277.44
2026-12-01,CC500,3000,600200,Opex,2331.87
